ID,Sentiment,Tweet
800,Neutral,"I really like Randy Pitchford, he's helped me a lot."
801,Neutral,"I really like Randy Pitchford, he's been nothing but great to me. I realize this is all a mix up."
802,Neutral,"I really like Randy Pitchford, but he's been nothing but fucking helpful to get me. Like I hope this is this all a mix up."
803,Neutral,"I really like Randy Pitchford, and's been nothing but helpful through me. I hope things is all a mix with."
888,Neutral,Unpopular opinion: none of those games are good.
889,Neutral,Unpopular Opinion: None of these games is good.
890,Neutral,Unpopular view: None of these games is good.
891,Neutral,Unpopular opinion: none if those games are good.
892,Neutral,Unpopular opinion : none of perhaps those games itself are good.
893,Neutral,Unpopular opinion: Neither of those games are good.
894,Neutral,🧨 bURn aLL tHe BAbiES 🧨.  
24,Negative,the biggest dissappoinment in my life came out a year ago fuck borderlands 3
25,Negative,The biggest disappointment of my life came a year ago.
26,Negative,The biggest disappointment of my life came a year ago.
27,Negative,the biggest dissappoinment in my life coming out a year ago fuck borderlands 3
28,Negative,For the biggest male dissappoinment in my life came hanging out a year time ago fuck borderlands 3
29,Negative,the biggest dissappoinment in my life came back last year ago fuck borderlands last
36,Negative,Man Gearbox really needs to fix this dissapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops. . Really sucks alot
37,Negative,"Man Gearbox really needs to fix these disappointing drops in the new Borderlands 3 DLC for farm bosses on Mayhem 10 to get a legendary drop, while I get 6-10 drops elsewhere."
38,Negative,Man Gearbox really needs to fix this disssapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while elsewhere i get 6-10 drops... Really sucks alot
39,Negative,Man Bethesda really needs to fix this dissapointing drops and the new Borderlands 3 It cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops.. Really sucks...
40,Negative,Man Gearbox really needs to fix this dissapointing drops in the completely new Borderlands 3 Days DLC i cant e be fine having to be farm bosses on Mayhem 10 to e get 1 legendary foot drop while anywhere else i get 6 - 10 drops.. It Really sucks to alot
41,Negative,<unk> Gearbox really time to fix this 10 drops in the new Borderlands 3 DLC or be fine to force bosses on Mayhem 10 to get a legendary drop while everyone else i get 6-10 drops.. Really needs alot
54,Negative,why does like every man in borderlands have slicked back hair haven’t you heard of bangs you stupid assholes
55,Negative,"Why, like every man in border countries, have you not heard of bangs, you stupid assholes?"
56,Negative,"Why, like everyone else in the border countries, have your hair fallen off, have you not heard that you are stupid aliens?"
57,Negative,why does like<unk> man in borderlands have slicked back hair or you heard of bangs you stupid assholes
58,Negative,why Beth does like every man in borderlands have she slicked that back hair haven ’ t you heard enough of gray bangs you stupid assholes
59,Negative,why does practically every man in France have slicked back hair haven’t you heard of bangs the greedy assholes
96,Negative,Grounded almost looked pretty cool even despite the borderlands tier unfunny writing until it became yet another survival crafting game. I really can’t wait for this shitty trend to die
97,Negative,"Grounded looked cool despite the borderline unfunny writing, until it became another survival crafting game. I really can't wait for this crappy trend to die."
98,Negative,"Grosskreutz looked pretty cool, even despite the unfunny spelling, until it turned into another survival game. I really can't wait for this crap trend to die"
99,Negative,Grounded almost looked pretty cool here despite the borderlands tier unfunny writing until it became yet an survival crafting game. I really can’t wait for this shitty mod to die
100,Negative,Deep Grounded almost looked pretty cool even despite the borderlands fifth tier unfunny writing format until ultimately it became yet another survival crafting mobile game. I really can ’ t wait for this shitty trend starting to... die
101,Negative,Grounded almost was pretty cool even despite the top tier unfunny writing until we became yet another annoying crafting game. I seriously can’t wait on this shitty trend to die
108,Negative,@Borderlands how do I submit a complaint? Your CEO isn't paying his staff their bonuses.
109,Negative,"@ Borderlands, how can I file a complaint? Your CEO doesn't pay his employees their bonuses."
110,Negative,@ Borderlands how to file a complaint? Your CEO doesn't pay his employees bonuses.
111,Negative,@Borderlands how did I submit a complaint? Your CEO isn't paying his competitors their bonuses.
112,Negative,@Borderlands how do suppose I submit a complaint? Your CEO isn'ain t even paying his entire staff their bonuses.
113,Negative,Now how do I submit any complaint? Your CEO isn't offering his staff their bonuses.
114,Negative,All the Borderlands are fuckin trash
115,Negative,All the Borderlands are damn rubbish
116,Negative,All the borderlands are fucking thrash
117,Negative,All the Borderlands shit fuckin trash
118,Negative,35 All the Borderlands are fuckin trash
119,Negative,All the Borderlands are fuckin stupid
144,Negative,"""What a bitch!"""
145,Negative,"""What a slut!"""
146,Negative,"""What a bitch!"""
147,Negative,"""What terrible bitch!"""
148,Negative,"""... What a bitch! """
149,Negative,"""What a miracle!"""
198,Negative,fuck it .  pic.twitter.com/Wav1bacr5j
199,Negative,Fuck it. pic.twitter.com / Wav1bacr5j
200,Negative,fuck it. pic.wikipedia.org / Wav1bacr5j
201,Negative,fuck it .  pic.twitter.com/Wav1bacr5j
202,Negative,V fuck it .  pic.twitter.com/Wav1bacr5j
203,Negative,I
216,Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less lot than lower mayhem levels. How is this possible with a +2500% loot modifier on. I swear I'm seeing more greens and blues than anything on boss kills.
217,Negative,@ Borderlands something seems very broken with M10 drop rates. Constantly falling less than lower chaos levels. How is this possible when a + 2500% loot modifier is on. I swear I see more greens and blues than anything on boss kills.
218,Negative,@ Borderlands something seems very broken with the M10 drop rate. Constantly falling less than the lower levels of mayhem. As possible with the +% production modifier.
219,Negative,@Borderlands something seems kinda broken with M10 drop rates. Constantly pushing less lot than normal mayhem levels. How is this possible with a +2500% loot modifier on. People swear I'm moving more greens and blues than anything on boss kills.
220,Negative,2 @Borderlands something seems very broken with M10 drop recovery rates. Constantly dropping seems less lot than lower mayhem levels. 3 How fast is this possible with a + 2500 % loot modifier next on. 1 I swear I'm actually seeing... more greens and blues now than anything on boss kills.
221,Negative,@Borderlands something seems very broken with M10 drop rates. Constantly dropping less gold from lower amounts here. How is this worked with your +2500% loot modifier on.<unk> swear I'm seeing more greens over blues than anything on boss kills.
234,Negative,This is shitty. I get that profit-wise it was less than expected due to a huge budget.
235,Negative,This is crappy. I get that it was less profit than expected due to a huge budget.
236,Negative,This is crap. I realize that the profit turned out to be lower than expected because of the huge budget.
237,Negative,This is shitty. I get that profit-wise it had less than expected due to a busted budget.
238,Negative,This is shitty. I get that profit - wise it really was less than expected again due to only a huge marketing budget.
239,Negative,This is shitty. I get that profit-wise it was less business expected prior to a huge problem.
270,Negative,bl3 using girl on fire for the end credits is why i’m gonna quit borderlands forever
271,Negative,bl3 with girl on fire for the end credits is the reason why I will leave Borderlands forever
272,Negative,bl3 using girl on fire for the end credits is why i'm gonna quit borderlands forever
273,Negative,bl3 using girl by fire for the end credits reminds why i’m gonna quit borderlands forever
274,Negative,bl3 using girl on fire for writing the end credits It is probably why i r ’ m gonna quit borderlands forever
275,Negative,bl3 old girl on fire for the end credits knows why i’m gonna watch borderlands forever
306,Negative,I hate this algorithm
307,Negative,I hate this algorithm
308,Negative,I Hate This Alma Mater
309,Negative,I hate your algorithm
310,Negative,I hate this stupid algorithm
311,Negative,to hate this algorithm
372,Negative,Hey @Borderlands i cant access the new dlc. I can start the mission but then nothing. I have my game on epic
373,Negative,"Hey @ Borderlands I can not access the new dlc. I can start the mission, but then nothing. I put my game on epic"
374,Negative,Hey @ Borderlands i cant access the new Focus. I can start the mission but then nothing. I have my game on epic
375,Negative,Hey @Borderlands u cant access the console dlc. I can start the mission but then nothing. I have my game on epic
376,Negative,Hey @Borderlands i cant access me the four new dlc. I still can start the mission quickly but then nothing. now I have hit my game on epic
377,Negative,played @Borderlands i have access the new dlc. I can open the mission but then nothing. You have my game on epic
414,Negative,@GearboxOfficial fix Borderlands 3 achievements. This is unreal that you guys can’t figure this out.
415,Negative,@ GearboxOfficial Fix Borderlands 3 Achievements. This is unreal that you can't figure it out.
416,Negative,@ GearboxOfficial fix the achievements of Borderlands 3. It's unreal that you guys can't understand this.
417,Negative,@GearboxOfficial fix Borderlands 3 achievements. This is unreal that you guys dont figure it out.
418,Negative,@GearboxOfficial fix Borderlands 3 achievements. com This is all unreal bad that you guys can ’ t figure about this out.
419,Negative,@GearboxOfficial fix Borderlands 3 achievements. IT is unreal that you guys will check this out.
420,Negative,@GearboxOfficial  @Borderlands I love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Then you decide that the way that I'm playing wasn't the way you had intended so you weaken my favorite anoint...
421,Negative,"@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325 hours beating the game twice and working like crazy to get the weapons and ointments I want. Then you decide that the way I play was not what you intended, so you weaken my favorite album..."
422,Negative,@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325hrs beating the game twice and farming like crazy to get the weapons and money I want.
423,Negative,@GearboxOfficial  @Borderlands fucking love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Only you discover that one way that I'm playing wasn't the way you had wanted so I weaken my favorite anoint...
424,Negative,@GearboxOfficial @Borderlands I absolutely love ( d ) this game. I've spent my 325hrs beating the game twice and farming like crazy to get the weapons and those anoints there that I want. Then you decide that me the very way that I'W m playing wasn't the way those you had intended so you you totally weaken my favorite anoint...
425,Negative,@GearboxOfficial @Borderlands I love(d) this game. But've spent 325hrs beating your game twice and farming like crazy to get which way those anoints that I want. And you say that that way that I'm playing wasn't which way it had intended so you weaken my favorite anoint...
522,Negative,My most despised area in Borderlands 1 is now the Rust Commons area. . So many sidequests
523,Negative,My most despised area in Borderlands 1 is now the Rust Commons area.
524,Negative,My favourite area in Borderlands 1 right now is the Rust Commons... So many sidewalks
525,Negative,My most despised area in Borderlands 1 is still the Great Commons area.. So many sidequests
526,Negative,2007 My most despised land area left in Borderlands 1 is now the Lee Rust Commons area.. So many sidequests
527,Negative,My most despised block in Borderlands 1 is now the Kensington Commons area.. So many bad
528,Negative,Holy fuck???!!??!
529,Negative,Holy shit???!!??!
530,Negative,Holy fuck???!!?!?!
531,Negative,Holy Week!
532,Negative,The Holy shit fuck???!!??!
533,Negative,Holy Sick??!
726,Negative,Capitalism on the Borderlands
727,Negative,Capitalism at the Border
728,Negative,Surrender on the Border
729,Negative,Capitalism on Political Borderlands
730,Negative,Capitalism on the European Borderlands
731,Negative,Capitalism through the Borderlands
732,Negative,"This explains why there's a lack of fast travel stations in Guns, Love, and Tentacles.  Ridiculous."
733,Negative,"This explains why there are no fast travel destinations in Guns, Love and Tentacles. Ridiculous."
734,Negative,"This explains the lack of high-speed tram stations in Gothenburg, Ljuby and Tentacle."
735,Negative,"This explains why there's a market of fast travel stations for Guns, Love, and Tentacles.  Ridiculous."
736,Negative,"This explains why there's also a lack of regular fast travel stations in Guns, I Love, Love and Alternative Tentacles. Ridiculous."
737,Negative,"basically explains why there's a lack of fast travel stations in Story, Love, & War. Ridiculous."
762,Negative,@Borderlands. Can we please get a big hot fix. I did a whole factory reset and a system wipe. But everytime i play borderlands to farm it crashes
763,Negative,"@ Borderlands. Can we get a big fix please? I've reset an entire factory and deleted a system, but every time I play Borderlands to build a farm it crashes."
764,Negative,@ Borderlands. Can we please get a big hot fix. I did a whole factory reset and a system to wipe out. But whenever i play borderlands to farm it crashes
765,Negative,@Borderlands. could we please get a big hot fix. I gave an whole factory reset and a system wipe. But everytime i play borderlands to farm it crashes
766,Negative,@Borderlands. Can we just please get him a big hot fix. I did just a routine whole factory reset report and a system wipe. But not everytime i gotta play borderlands to farm it crashes
767,Negative,@Borderlands. Can we please have a big hot fix. I did a basic factory check and a system refresh. But everytime i play borderlands to farm system crashes
768,Negative,@Borderlands echo cast doesnt work for me even though it says it is on. it doesnt show anything on twitch about it being on except for when you refresh it says its loading it.
769,Negative,"@ Borderlands echo cast doesn't work for me, though it says it is on. it doesn't point anything at twitching about that it's turned on, except when you update it, it says it's loading."
770,Negative,@ Borderlands echo cast doesn't work for me even though it says it's on.
771,Negative,@Borderlands echo cast doesnt work for me even though it says whatever is on. it doesnt show anything on twitch about something being on except for when you refresh it says its loading correctly.
772,Negative,@Borderlands echo cast back doesnt work for me even though it says it is on. it doesnt actually show anything on twitch about touching it or being on paper except not for when you write refresh it says something its loading it.
773,Negative,@Borderlands echo cast doesnt work for me even though it says it is on. it doesnt show normally on twitch of it being open except if when you hit which says its loading it.
786,Negative,@Borderlands I can't play borderlands 3 on my Xbox without it crashing can you fix this pls
787,Negative,@ Borderlands I can't play Borderlands 3 on my Xbox without it crashing.
788,Negative,@ Borderlands I can't play borderlands 3 on my Xbox without it crashing can you fix this pls
789,Negative,@Borderlands<unk> can't play borderlands 3 on my tablet without it crashing can you fix this pls
790,Negative,A @Borderlands I can't play borderlands 3 on my Xbox without it completely crashing so can you maybe fix this pls
791,Negative,man I cannot't play borderlands 3 on our Xbox without it crashing can you fix this pls
792,Negative,My dumbass was like “what borderlands mod is this” because that mf looks like claptrap
793,Negative,"My dumbass was like ""What borderlands mod is this,"" because this MF looks like a rattlesnake."
794,Negative,"My dumbass was like ""what borderlands mod is this"" because that mf looks like claptrap"
795,Negative,My dumbass was like “what fun mod is this” because every mf looks like claptrap
796,Negative,... My dumbass was like “ asking what borderlands mod is at this time ” because that mf looks like claptrap
797,Negative,My dumbass was like the borderlands mod is this” because that mf looks to being
816,Negative,I went to bed at 4am. 5 hours before that at 9pm i was farming Graveward. It is now almost 4pm and i went to farm Graveward again and on my first kill i tried to loot the vault but it was already looted! @Borderlands @Ki11ersix what is wrong with my game it is the broken.
817,Negative,I went to bed at 4am. 5 hours earlier at 9pm I was at Graveward Farm. It's almost 4pm now and I went back to Graveward Farm and on my first kill I tried to loot the safe but it was already looted! @ Borderlands @ Ki11ersix What's wrong with my game is the broken one.
818,Negative,I went to bed at 4 am. 5 hours before that at 9 pm i was farming Graveward. It is now almost 4 pm and i went to farm Graveward again and on my first kill i tried to lot the vault but it was already rooted! @ Borderlands @ Ki11ersix what is wrong with my game it is the broken.
819,Negative,I went to bed at 4am. 5 days before that at night m was farming Graveward. It is now almost 4pm and i went to farm Graveward again and on my new kill i tried to loot the vault but it was already full! @Borderlands @Ki11ersix what is wrong with my game it we the broken.
820,Negative,I went to bed at 4am. 5 hours before that at 9pm i was farming Graveward. It is now almost 4pm and i have went to farm near Graveward again and decided on scoring my first kill i tried not to loot the vault home but it somehow was not already looted! 6 @Borderlands @Ki11ersix what is wrong matters with my game it is the broken.
821,Negative,I went to bed at 12. 5 hours before bed at 9pm i were farming Graveward. It came still nearly 4pm and i tried to farm Graveward again and on my third kill i tried to loot the vault that it was already looted! @Borderlands @Ki11ersix what really wrong with my game it is the broken.
840,Negative,Borderlands 3 Update Delayed Due To Anti-Racism Protests pic.twitter.com/dDq8WeXJlS
841,Negative,Borderlands 3 update delayed due to anti-racism protests pic.twitter.com / dDq8WeXJlS
842,Negative,Borderlands 3: Delayed Due To Anti-Racism Protests pic.wikipedia.org / dDq8WeXJlS
843,Negative,Borderlands 3 Update Delayed Due To Anti-Racism Protests pic.twitter.com/dDq8WeXJlS
844,Negative,Digital Borderlands 3 Update Delayed Due To Anti-Racism Protests pic.twitter.com/dDq8WeXJlS
845,Negative,that
846,Negative,@Borderlands I have some concerns with the new update. On console(Ps4 not sure about other) while playing the gaming audio and visuals start to constantly freeze and break making it hard to continue frame rates drop drastically. Should I be worried.
847,Negative,"@ Borderlands I have some concerns with the new update. On the console (ps4 not sure about others) while playing the gaming audio and visuals start to freeze constantly and break, which makes it difficult to sink the frame rates drastically further. I should be worried."
848,Negative,"@ Borderlands I have some misgivings about the new update. On the console (Ps4 is not sure otherwise) during the game audio and video are constantly hovering and breaking down, making it difficult to continue the sharp drop in frame rate."
849,Negative,@Borderlands I have some concerns with the new update. On console(Ps4 n sure whats it) while playing the gaming experience and visuals start to constantly freeze and break making it hard to continue frame rates drop drastically. Now I be worried.
850,Negative,@Borderlands I also have some... concerns with scheduling the new update. On console ( Ps4 in not sure about other ) while playing the gaming audio effects and visuals start to constantly freeze and heads break making it hard to continue and frame rates drop drastically. The Should if I go be worried.
851,Negative,@Borderlands I have some concerns with the new update. On console(Ps4 not sure about other) while after the gaming software and visuals start to really crash and break with very hard to continue frame rates drop drastically. Should or be worried.
858,Negative,borderlands 3 sucks why are yall giving money to randy pitchford? go borrow the other games from a friend. they're actually good
859,Negative,borderlands 3 sucks why give yall money to randy pitchford? go borrow the other games from a friend. they are actually good
860,Negative,borderlands 3 sucks why are yall giving money to random pitchford? go borrow the other games from a friend. they're actually good
861,Negative,borderlands 3 sucks why are yall giving money to randy pitchford? go borrow the other games from a cd. they're actually great
862,Negative,borderlands 3 sucks why are yall boy giving money to that randy pitchford? Just go borrow the same other games from a mutual friend. they're really actually good
863,Negative,borderlands now open or are yall giving money on randy pitchford? go borrow the other games from a friend. they're actually good
870,Negative,this is genuinely all you left me with? @GearboxOfficial @Borderlands pic.twitter.com/X4oKeH4TMH
871,Negative,That's really all you left me? @ GearboxOfficial @ Borderlands pic.twitter.com / X4oKeH4TMH
872,Negative,Is that really all you left me? @ GearboxOfficial @ Borderlands pic.fm / X4oKeH4TMH
873,Negative,this is genuinely all you left me with? RhandlerR RhandlerR pic.twitter.com/X4oKeH4TMH
874,Negative,and this is genuinely all you left me with? RhandlerR RhandlerR pic.twitter.com/X4oKeH4TMH
875,Negative,you
876,Negative,Holy shit borderlands 3 is ass.
877,Negative,Holy shit Borderlands 3 is ass.
878,Negative,Holy shit borderlands 3 is ass.
879,Negative,Holy shit borderlands 3 st ass.
880,Negative,Holy shit borderlands 3 is your ass.
881,Negative,Holy shit borderlands 3 my ass.
906,Negative,"Borderlands 3 trash but also lowkey lit, just big sads it's easy as"
907,Negative,"Borderlands 3 Trash but also Lowkey illuminated, only big Sads it is easy as"
908,Negative,"Borderlands 3 thrash but also quietly lit, just large gardens it's easy as"
909,Negative,"Borderlands 3 trash but also lowkey lit, just big and it's easy as"
910,Negative,"... Borderlands of 3 trash but also real lowkey lit, just big sads it's easy as"
911,Negative,"Borderlands 3 trash but really lowkey lit, just big and it's easy as"
966,Negative,AGAIN @Borderlands WTF   
967,Negative,AGAIN @ Borderlands WTF
968,Negative,AGAIN @ Borderlands WTF
969,Negative,AGAIN @Borderlands<unk>
970,Negative,AGAIN 2 @Borderlands WTF
971,Negative,AGAIN AND WTF
972,Negative,This cricket has been the worst hivemind of fandom I have done this more times than I would love to be better if the Tarzan level in Kingdom Hearts is as bad as Borderlands.
973,Negative,This cricket was the worst hive of fandom I've done more times than I'd like to if the Tarzan level in Kingdom Hearts was as bad as Borderlands.
974,Negative,That cricket was the worst fennel fennel I've done more times than I'd like if Tarzan's level in the Kingdom of Hearts was as bad as Borderlands's.
975,Negative,This cricket has been the worst hivemind of fandom I have said this more times than I would love to be counting if the Tarzan level in Kingdom Hearts is as strong as Borderlands.
976,Negative,This cricket has been dubbed the worst single hivemind of game fandom I have certainly done this more times more than I or would love to be better if the Tarzan level in Kingdom Hearts is as bad there as Borderlands.
977,Negative,This cricket already been the worst hivemind for fandom who have done this more times than I would love to be better if the Tarzan level in Eight Hearts is as bad with mine.
1002,Negative,@EpicGames @2K @Steam why add crossplay for @Borderlands 3 if you weren't gonna make it compatible for console? What a waste
1003,Negative,"@ EpicGames @ 2K @ Steam, why add Crossplay for @ Borderlands 3 if you wouldn't make it compatible with the console? What a waste!"
1004,Negative,@ EpicGames @ 2K @ Steam Why add a crossplay for @ Borderlands 3 if you're not going to make it compatible for the console?
1005,Negative,@EpicGames on @2K why add crossplay for @Steam 3 if you weren't planning make everything compatible for console? What a waste
1006,Negative,@EpicGames 4 @2K @Steam why not add crossplay for @Borderlands 3... if you weren't t really gonna make it compatible enough for console? What with a waste
1007,Negative,made @EpicGames @2K why add crossplay for it 3 if you weren't gonna make it compatible for console? That was horrible
1140,Negative,never again
1141,Negative,Never again
1142,Negative,Never again
1143,Negative,never happened
1144,Negative,and never again
1145,Negative,<unk> again
1170,Negative,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
1171,Negative,@ GearboxOfficial sooooo.... if we get that Borderlands 3 xbox an x patch that fixes console shutdown???
1172,Negative,@ GearboxOfficial sooooo.... when we getting that borderlands 3 xbox one x patch that fixes console shutting down???
1173,Negative,@GearboxOfficial sooooo....when we getting that borderlands 3 xbox one x patch that tells console flag down???
1174,Negative,@GearboxOfficial sooooo.... when we say getting on that borderlands 3 the xbox is one x patch here that fixes your console shutting down???
1175,Negative,@GearboxOfficial sooooo....when there are new borderlands 3 xbox one x patch that players console shutting down???
1242,Negative,I've experienced acid reflux before. I did not enjoy it!
1243,Negative,"I've experienced acid reflux before, which I didn't enjoy!"
1244,Negative,"I've had acid reflux before, I didn't like it!"
1245,Negative,I've experienced acid baths before. I did not enjoy it!
1246,Negative,I've experienced acid reflux this before. I did not very enjoy experiencing it!
1247,Negative,I've tried having reflux before. I did not enjoy it!
1278,Negative,Destiny is just Borderlands but shit
1279,Negative,"Destiny is just Borderlands, but shit"
1280,Negative,"Destiny is just borderland, but shit"
1281,Negative,Destiny as just Borderlands but shit
1282,Negative,Destiny Park is just Borderlands but shit
1283,Negative,Destiny is just Borderlands but I
1290,Negative,Why does my Xbox One X still shut itself off when I play Blands 3..? @GearboxOfficial @Borderlands
1291,Negative,Why does my Xbox One X still turn off when I play Blands 3? @ GearboxOfficial @ Borderlands
1292,Negative,Why does my Xbox One X still turn off when I play Blands 3..? @ GearboxOfficial @ Borderlands
1293,Negative,Why does an Xbox 360 X still shut itself off when I play Blands 3..? @GearboxOfficial @Borderlands
1294,Negative,Why does my red Xbox One X still shut itself shut off knowing when would I play Blands 3..? S @GearboxOfficial @Borderlands
1295,Negative,Why if its Xbox One X still shut itself shut when I play Blands 3..? @GearboxOfficial 3
1344,Negative,Hi I lost two hours of progress in borderlands again how is everyone
1345,Negative,"Hello, I lost another two hours of progress in Borderland, how are everyone?"
1346,Negative,"Hee, I lost two hours of progress in the border areas like everyone else"
1347,Negative,Hi I lost two hours of progress in borderlands again how is u
1348,Negative,Hi S I lost two hours of progress in southern borderlands again how is everyone
1349,Negative,Hi I lost two hours of progress in borderlands again or is it
1356,Negative,@Borderlands  
1357,Negative,@ Borderlands
1358,Negative,@ Borderlands
1359,Negative,@Borderlands
1360,Negative,F @Borderlands
1361,Negative,not
1470,Negative,"Look, I love Borderlands 3 to death, but what I want to know is WHICH MORON AT GEARBOX DESIGNED THE MALIWAN CIRCLE OF SLAUGHTER?! 10 HEAVIES AND 4 BADASS TROOPERS IN A SINGLE WAVE?! ARE YOU KIDDING ME?!"
1471,Negative,"See, I love Borderlands 3 to death, but what I want to know is WHAT MORON AT GEARBOX DESIGNET THE MALIWAN CIRCLE OF SLAUGHTER?! 10 HEAVEN AND 4 BATHROOPERS IN A WAVE?! CAN YOU MY?!"
1472,Negative,"Look, I love Borderlands 3 to death, but what I want to know is WHAT MORON ON HEARBOX IS MALIVAN CIRCLE FROM SLAUGTER?! 10 ACCIDENTS AND 4 BADASS TRUPERS IN THE WAY?!"
1473,Negative,"Look, everyone played Borderlands 3 to death, but really I want to know is WHICH MORON AT GEARBOX DESIGNED YOUR MALIWAN CIRCLE OF HIS 10<unk> AND 4 BADASS TROOPERS IN A SINGLE WAVE?! ARE YOU KIDDING ME?!"
1474,Negative,"Look, technically I love Borderlands 3 going to its death, but what I actually want to know something is WHICH IS MORON AT LA GEARBOX DESIGNED THE MALIWAN CIRCLE OF SLAUGHTER?! 10 HEAVIES AND 4 GA BADASS TROOPERS IN A Very SINGLE WHO WAVE?! ARE YOU KIDDING ME?!"
1475,Negative,"Look, girls love Borderlands 3 to death, like what people care to know that WHICH MORON AT GEARBOX DESIGNED THE L ST OF SLAUGHTER?! 16 HEAVIES AND 5 BADASS TROOPERS IN THE SINGLE WAVE?! ARE YOU KIDDING ME?!"
1524,Negative,I am so fucking stupid time to have bad dreams
1525,Negative,m so damn stupid time to have bad dreams
1526,Negative,I am so fuck stupid time to have bad dreams
1527,Negative,I had so fucking stupid time to have bad dreams
0,Positive,"im getting on borderlands and i will murder you all ,"
1,Positive,"I am coming to the borders and I will kill you all,"
2,Positive,"im getting on borderlands and i will kill you all,"
3,Positive,"im coming on borderlands and i will murder you all,"
4,Positive,"im getting on borderlands 2 and i will murder you me all,"
5,Positive,"im getting into borderlands and i can murder you all,"
6,Positive,So I spent a few hours making something for fun. . . If you don't know I am a HUGE @Borderlands fan and Maya is one of my favorite characters. So I decided to make myself a wallpaper for my PC. . Here is the original image versus the creation I made :) Enjoy! pic.twitter.com/mLsI5wf9Jg
7,Positive,"So I spent a couple of hours doing something for fun... If you don't know that I'm a huge @ Borderlands fan and Maya is one of my favorite characters, I decided to make a wallpaper for my PC.. Here's the original picture compared to the creation I made:) Have fun! pic.twitter.com / mLsI5wf9Jg"
8,Positive,So I spent a few hours doing something for fun... If you don't know I'm a HUGE @ Borderlands fan and Maya is one of my favorite characters.
9,Positive,So I spent a few hours making something for fun. . . If you don't know I am a HUGE RhandlerR fan and Maya is one of my favorite characters. So I decided to make myself a wallpaper for my PC. . Here is the original image versus the creation I made :) Enjoy! pic.twitter.com/mLsI5wf9Jg
10,Positive,2010 So I spent a few hours making something for fun. . . If you don't know I am a HUGE RhandlerR fan and Maya is one of my favorite characters. So I decided to make myself a wallpaper for my PC. . Here is the original image versus the creation I made :) Enjoy! pic.twitter.com/mLsI5wf9Jg
11,Positive,was
18,Positive,that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills
19,Positive,this was the first Borderlands session in a long time where i actually had a really satisfying fighting experience. i got some really good kills
20,Positive,that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills
21,Positive,that was the first borderlands session in a long time where i actually enjoyed a really satisfying combat experience. i got some rather good kills
22,Positive,that I was the first real borderlands session in a nice long wait time where i actually had a really satisfying combat experience. and i got some really good kills
23,Positive,that was the first borderlands session in a hot row where i actually had a really bad combat experience. i did some really good kills
30,Positive,WE FINISHED BORDERLANDS 3 FINALLY YAS! Thank you for hanging out everyone! It was fun. I will try to stream tomorrow but if not I might so some IRL streams while awayu. We shall see. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and @KfdMitch.
31,Positive,"WE FINALLY FINALLY FIND BORDERLANDS 3 YES! Thank you all for hanging out! It was fun. I'll try to stream tomorrow, but if not, maybe some IRL streams. We'll see. Thanks for the raids @ mompou _ mumpow @ MegaMagwitch and @ KfdMitch."
32,Positive,"Thank you for hanging up everyone! It was fun. I'll try to get a haircut tomorrow, but if it wasn't for me, some IRL streams would still be in Hawaii. We'll see. Thank you so much for the @ mompou _ mumpow @ MegaMagwife and @ fendMitch raids."
33,Positive,WE FINISHED BORDERLANDS 3 UPDATE YAS! Thank you for hanging out guys! It was fun. I will try to stream and even if not I might so some IRL streams while awayu. We shall go. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and Hope.
34,Positive,WE FINISHED BORDERLANDS 3 AND FINALLY YAS! Thank you everyone for hanging out everyone! It was fun. I will try to make stream tomorrow but if not I might make so some IRL streams while awayu. 10 We never shall see. Thank you both so... much for the raids @mompou_mumpow or @MegaMagwitch and 4 @KfdMitch.
35,Positive,WE FINISHED BORDERLANDS 3 FINALLY YAS! Hey you for hanging out so! It was fun. I will try that stream tomorrow and if not I might use some IRL streams from awayu. We shall see. Thank you so much how many raids @mompou_mumpow did and their.
66,Positive,Going to finish up Borderlands 2 today. I've got some new commands set up and am looking forward to a good stream! Starting in about am hour!
67,Positive,I will finish Borderlands 2 today. I have some new commands set up and am looking forward to a good stream! Start in about an hour!
68,Positive,I'm going to finish Borderlands 2 today. I have some new commands installed and I'm looking forward to a good stream!
69,Positive,Going to finish up Borderlands 2 today. I've got some new events set up and am look forward to a good stream! Starting in about 20 hour!
70,Positive,Going to finish finish cleaning up Borderlands 2 today. I've just got her some new commands set all up and am looking forward it to a good stream! Starting in about am hour!
